from_city;from_country;from_aeroport;to_city;to_country;to_aeroport;days;depTime;arrTime;flight;aircraft;travelTime
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-11-10;2018-11-10;;22:05;23:20;UX2009;73H;1H15M
Moscow;Russian Federation; SVO;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;23:45;06:00+1;SU2513;32B;4H15M
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;20:05;22:35;UX3288*;32B;4H30M
Moscow;Russian Federation; VKO;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;20:05;22:35;UX3288*;32B;4H30M
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;20:05;22:35;UX3288*;32B;4H30M
NewYorkNY;United States of; JFK;Amsterdam;Netherlands; AMS;2018-12-27;2018-12-31;12;567;12:10;15:28;KL6066*;764
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-01-28;2019-01-28;;12:10;15:19;AF3596*;333;9H9M
PalmaDeMallorca;Spain and; PMI;Amsterdam;Netherlands; AMS;2018-11-16;2019-01-31;;15:10;15:55;UX6071;73H;0H45M
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-12-21;2018-12-21;;22:30;23:15;UX8601;73H;0H45M
Paris;France; CDG;Amsterdam;Netherlands; AMS;2018-11-02;2018-11-05;12;67;20:20;22:20;AF1249;EQV
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:10;22:55;UX3348*;32S;1H45M
Prague;Czech Republic; PRG;Amsterdam;Netherlands; AMS;2018-11-22;2018-11-30;12;56;14:35;17:00;UX3851*;738
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-01-10;2019-01-31;12;56;11:25;13:50;UX3850*;EQV
Rhodes;Greece; RHO;Amsterdam;Netherlands; AMS;2018-01-10;2019-01-31;12;56;11:25;13:50;UX3850*;EQV
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-01-10;2019-01-31;12;56;11:25;13:50;UX3850*;EQV
Rome;Italy; FCO;Amsterdam;Netherlands; AMS;2018-11-01;2018-11-10;;16:40;18:25;UX3128*;32S;1H45M
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;12;4567;21:25;23:15;UX3129*;32S
SaintPetersburg;Russian; LED;Amsterdam;Netherlands; AMS;2018-11-03;2019-01-30;4;7;13:20;19:30;SU6702;319
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-11-03;2019-01-30;4;7;10:10;12:30;SU6701;319
SaltLakeCityUT;United States of; SLC;Amsterdam;Netherlands; AMS;2018-11-03;2019-01-30;4;7;10:10;12:30;SU6701;319
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-11-03;2019-01-30;4;7;10:10;12:30;SU6701;319
Santander;Spain and Canary; SDR;Amsterdam;Netherlands; AMS;2018-11-03;2019-01-30;4;7;10:10;12:30;SU6701;319
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-11-03;2019-01-30;4;7;10:10;12:30;SU6701;319
SantiagoDeCompostela;Spain; SCQ;Amsterdam;Netherlands; AMS;2018-11-03;2019-01-30;4;7;10:10;12:30;SU6701;319
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-11-03;2019-01-30;4;7;10:10;12:30;SU6701;319
Seoul;Korea; ICN;Amsterdam;Netherlands; AMS;2018-11-28;2019-01-30;24;4;6;20:35;16:15+1;KE916
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-11-02;2019-01-30;24;4;6;13:35;18:30;KE915
Sevilla;Spain and Canary Islands; SVQ;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;11:00;12:35;UX4681;73H;1H35M
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;17:20;18:55;UX4682;73H;1H35M
TelAviv;Israel; TLV;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;17:20;18:55;UX4682;73H;1H35M
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;17:20;18:55;UX4682;73H;1H35M
Tenerife;Spain and Canary; TFN;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;17:20;18:55;UX4682;73H;1H35M
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;17:20;18:55;UX4682;73H;1H35M
Tenerife;Spain and Canary; TFS;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;17:20;18:55;UX4682;73H;1H35M
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;17:20;18:55;UX4682;73H;1H35M
Valencia;Spain and Canary Islands; VLC;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;17:20;18:55;UX4682;73H;1H35M
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;17:20;18:55;UX4682;73H;1H35M
Valladolid;Spain and Canary; VLL;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;17:20;18:55;UX4682;73H;1H35M
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;17:20;18:55;UX4682;73H;1H35M
Venice;Italy; VCE;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;17:20;18:55;UX4682;73H;1H35M
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;17:20;18:55;UX4682;73H;1H35M
Vigo;Spain and Canary Islands; VGO;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;17:20;18:55;UX4682;73H;1H35M
Barcelona;Spain and Canary; BCN;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;17:20;18:55;UX4682;73H;1H35M
Berlin;Germany; TXL;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;17:20;18:55;UX4682;73H;1H35M
Bari;Italy; BRI;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;17:20;18:55;UX4682;73H;1H35M
Cagliari;Italy; CAG;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;17:20;18:55;UX4682;73H;1H35M
Bari;Italy; BRI;Amsterdam;Netherlands; AMS;2018-01-09;2019-01-30;;17:20;18:55;UX4682;73H;1H35M
Luxembourg;Luxembourg; LUX;Amsterdam;Netherlands; AMS;2018-11-03;2018-11-03;;16:50;19:30;AZ7898*;DH4;2H40M
Bari;Italy; BRI;Amsterdam;Netherlands; AMS;2018-11-03;2018-11-03;;13:45;16:10;AZ7899*;DH4;2H25M
Milan;Italy; LIN;Amsterdam;Netherlands; AMS;2018-11-09;2018-12-24;;06:00;07:25;AZ1646;EQV;1H25M
Bari;Italy; BRI;Amsterdam;Netherlands; AMS;2018-12-21;2018-12-21;;21:55;23:20;AZ1645;319;1H25M
Paris;France; CDG;Amsterdam;Netherlands; AMS;2018-11-24;2019-01-26;;17:35;20:00;AF1289;EQV;2H25M
Bari;Italy; BRI;Amsterdam;Netherlands; AMS;2018-11-24;2019-01-26;;14:25;16:50;AF1288;EQV;2H25M
Rome;Italy; FCO;Amsterdam;Netherlands; AMS;2018-11-01;2018-12-31;;06:20;07:25;RO9472*;32S;1H5M
Bari;Italy; BRI;Amsterdam;Netherlands; AMS;2018-12-26;2019-01-31;;19:20;20:25;AZ1606;EQV;1H5M
Tirana;Albania; TIA;Amsterdam;Netherlands; AMS;2018-12-26;2019-01-31;;19:20;20:25;AZ1606;EQV;1H5M
Bari;Italy; BRI;Amsterdam;Netherlands; AMS;2018-12-26;2019-01-31;;19:20;20:25;AZ1606;EQV;1H5M
Trieste;Italy; TRS;Amsterdam;Netherlands; AMS;2018-12-26;2019-01-31;;19:20;20:25;AZ1606;EQV;1H5M
Bari;Italy; BRI;Amsterdam;Netherlands; AMS;2018-12-26;2019-01-31;;19:20;20:25;AZ1606;EQV;1H5M
Moscow;Russian Federation; SVO;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;19:55;20:25;SU1433;32A;3H30M
Barnaul;Russian Federation; BAX;Amsterdam;Netherlands; AMS;2018-01-01;2019-01-31;;21:35;05:55+1;SU1430;32B;5H20M
Bogota;Colombia; BOG;Amsterdam;Netherlands; AMS;2018-01-01;2019-01-31;;21:35;05:55+1;SU1430;32B;5H20M
Barranquilla;Colombia; BAQ;Amsterdam;Netherlands; AMS;2018-01-01;2019-01-31;;21:35;05:55+1;SU1430;32B;5H20M
Paris;France; CDG;Amsterdam;Netherlands; AMS;2018-11-03;2018-11-12;;14:15;15:35;AF1293*;AR8;1H20M
Basel/Mulhouse;France; BSL;Amsterdam;Netherlands; AMS;2018-01-23;2019-01-28;24;4;6;14:15;15:35;KL2046*
Seoul;Korea; ICN;Amsterdam;Netherlands; AMS;2018-01-23;2019-01-28;24;4;6;14:15;15:35;KL2046*
Basel/Mulhouse;France; BSL;Amsterdam;Netherlands; AMS;2018-01-23;2019-01-28;24;4;6;14:15;15:35;KL2046*
Paris;France; ORY;Amsterdam;Netherlands; AMS;2018-11-03;2018-11-03;;06:35;07:45;AF7331*;CR7;1H10M
Basel/Mulhouse;France; MLH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:00;19:15;AF7341*;CR7;1H15M
Beirut;Lebanon; BEY;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;18:00;19:15;ME333;320;2H15M
Basrah;Iraq; BSR;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Birmingham;United Kingdom; BHX;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Bastia;France; BIA;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Bordeaux;France; BOD;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Bastia;France; BIA;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Castres;France; DCM;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Bastia;France; BIA;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Clermont;France; CFE;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Bastia;France; BIA;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Lille;France; LIL;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Bastia;France; BIA;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Lyon;France; LYS;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Bastia;France; BIA;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Marseille;France; MRS;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Bastia;France; BIA;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Metz/Nancy;France; ETZ;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Bastia;France; BIA;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Nantes;France; NTE;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Bastia;France; BIA;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Nice;France; NCE;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Bastia;France; BIA;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Paris;France; CDG;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Bastia;France; BIA;Amsterdam;Netherlands; AMS;2018-11-05;2018-11-05;;14:00;17:00;ME332;320;2H0M
Paris;France; ORY;Amsterdam;Netherlands; AMS;2018-12-23;2018-12-23;;12:45;14:25;AF4113;321;1H40M
Bastia;France; BIA;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:05;22:40;AF4466*;320;1H35M
Pau;France; PUF;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:05;22:40;AF4466*;320;1H35M
Bastia;France; BIA;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:05;22:40;AF4466*;320;1H35M
Perpignan;France; PGF;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:05;22:40;AF4466*;320;1H35M
Bastia;France; BIA;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:05;22:40;AF4466*;320;1H35M
Rennes;France; RNS;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:05;22:40;AF4466*;320;1H35M
Bastia;France; BIA;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:05;22:40;AF4466*;320;1H35M
Rouen;France; URO;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:05;22:40;AF4466*;320;1H35M
Bastia;France; BIA;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:05;22:40;AF4466*;320;1H35M
Strasbourg;France; SXB;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:05;22:40;AF4466*;320;1H35M
Bastia;France; BIA;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:05;22:40;AF4466*;320;1H35M
BandarLampung;Indonesia; TKG;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:05;22:40;AF4466*;320;1H35M
Batam;Indonesia; BTH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:05;22:40;AF4466*;320;1H35M
Jakarta;Indonesia; CGK;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;07:05;08:50;GA151;738;1H45M
Batam;Indonesia; BTH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
Jeddah;Saudi Arabia; JED;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
Batam;Indonesia; BTH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
Madinah;Saudi Arabia; MED;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
Batam;Indonesia; BTH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
Medan;Indonesia; KNO;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
Batam;Indonesia; BTH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
DetroitMI;United States of; DTW;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
BatonRougeLA;United States of; BTR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
HonoluluHI;United States of; HNL;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
BatonRougeLA;United States of; BTR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
LosAngelesCA;United States of; LAX;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
BatonRougeLA;United States of; BTR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
Minneapolis/StPaulMN;United; MSP;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
BatonRougeLA;United States of; BTR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
MobileAI;United States of; MOB;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
BatonRougeLA;United States of; BTR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
NewOrleansLA;United States of; MSY;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
BatonRougeLA;United States of; BTR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
NewYorkNY;United States of; EWR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
BatonRougeLA;United States of; BTR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
NewYorkNY;United States of; JFK;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
BatonRougeLA;United States of; BTR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
OrlandoFL;United States of; MCO;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
BatonRougeLA;United States of; BTR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
SaltLakeCityUT;United States of; SLC;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
BatonRougeLA;United States of; BTR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
SanDiegoCA;United States of; SAN;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
BatonRougeLA;United States of; BTR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
Sarasota/BradentonFL;United; SRQ;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
BatonRougeLA;United States of; BTR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
SeattleWA;United States of; SEA;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
BatonRougeLA;United States of; BTR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
SouthBendIN;United States of; SBN;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
BatonRougeLA;United States of; BTR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
SyracuseNY;United States of; SYR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
BatonRougeLA;United States of; BTR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
Toronto;Canada; YYZ;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
BatonRougeLA;United States of; BTR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
TraverseCityMI;United States of; TVC;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
BatonRougeLA;United States of; BTR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
WestchesterCountyNY;United; HPN;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
BatonRougeLA;United States of; BTR;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:40;20:30;GA158;738;1H50M
Kendari;Indonesia; KDI;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;135;3;5;7;07:45;08:35
Baubau;Indonesia; BUW;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;135;3;5;7;14:10;15:00
Makassar;Indonesia; UPG;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;15:30;16:40;GA7837;AT7;1H10M
Baubau;Indonesia; BUW;Amsterdam;Netherlands; AMS;2018-11-02;2019-01-30;24;4;6;10:35;11:40;GA7834
Beijing;China; PEK;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;14:45;20:15;CZ3147;EQV;5H30M
Beihai;China; BHY;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;07:55;14:00;CZ3148;EQV;6H5M
Changchun;China; CGQ;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;16:25;22:50;CZ6546;321;6H25M
Beihai;China; BHY;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;08:05;15:00;CZ6545;321;6H55M
Changsha;China; CSX;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;14:45;16:25;CZ3147;EQV;1H40M
Beihai;China; BHY;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;12:10;14:00;CZ3148;EQV;1H50M
Chongqing;China; CKG;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;12:10;14:00;CZ3148;EQV;1H50M
Beihai;China; BHY;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;12:10;14:00;CZ3148;EQV;1H50M
DaNang;Vietnam; DAD;Amsterdam;Netherlands; AMS;2018-11-02;2019-01-30;124;4;6;14:00;14:30;CZ8361
Beihai;China; BHY;Amsterdam;Netherlands; AMS;2018-11-02;2019-01-30;124;4;6;15:30;18:00;CZ8362
Guangzhou;China; CAN;Amsterdam;Netherlands; AMS;2018-11-06;2019-01-29;;19:35;21:05;CZ3354;73Q;1H30M
Beihai;China; BHY;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;23:00;00:15+1;CZ3353;73Q;1H15M
Guilin;China; KWL;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;08:30;09:35;CZ3291;73Q;1H5M
Beihai;China; BHY;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:20;18:25;CZ3292;73Q;1H5M
Hangzhou;China; HGH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;16:25;18:45;CZ6546;321;2H20M
Beihai;China; BHY;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;12:10;15:00;CZ6545;321;2H50M
Harbin;China; HRB;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:10;23:50;CZ6224;EQV;6H40M
Beihai;China; BHY;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;08:40;16:20;CZ6223;EQV;7H40M
Kunming;China; KMG;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;08:40;16:20;CZ6223;EQV;7H40M
Beihai;China; BHY;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;08:40;16:20;CZ6223;EQV;7H40M
Nanjing;China; NKG;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;35;5;7;14:20;18:35;MU2754
Beihai;China; BHY;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;35;5;7;07:50;12:40;MU2753
Shanghai;China; PVG;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;13:35;16:20;MU5266;321;2H45M
Beihai;China; BHY;Amsterdam;Netherlands; AMS;2018-11-02;2019-01-30;14;4;6;09:30;12:45;MU5265
Shanghai;China; SHA;Amsterdam;Netherlands; AMS;2018-11-02;2019-01-30;14;4;6;09:30;12:45;MU5265
Beihai;China; BHY;Amsterdam;Netherlands; AMS;2018-11-02;2019-01-30;14;4;6;09:30;12:45;MU5265
Shenyang;China; SHE;Amsterdam;Netherlands; AMS;2018-11-02;2019-01-30;14;4;6;09:30;12:45;MU5265
Beihai;China; BHY;Amsterdam;Netherlands; AMS;2018-11-02;2019-01-30;14;4;6;09:30;12:45;MU5265
Taiyuan;China; TYN;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;08:30;13:00;CZ3291;73Q;4H30M
Beihai;China; BHY;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;14:00;18:25;CZ3292;73Q;4H25M
Wuhan;China; WUH;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;13:20;15:15;CZ6644;EQV;1H55M
Beihai;China; BHY;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;1235;5;7;09:30;11:50;CZ6643
Xian;China; XIY;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;17:10;19:45;CZ6224;EQV;2H35M
Beihai;China; BHY;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;13:35;16:20;CZ6223;EQV;2H45M
Zhengzhou;China; CGO;Amsterdam;Netherlands; AMS;2018-11-02;2019-01-30;124;4;6;19:20;21:50;CZ8362
Beihai;China; BHY;Amsterdam;Netherlands; AMS;2018-11-02;2019-01-30;124;4;6;10:00;12:45;CZ8361
Busan;Korea; PUS;Amsterdam;Netherlands; AMS;2018-11-02;2019-01-30;124;4;6;18:35;22:00;KE850
Beijing;China; PEK;Amsterdam;Netherlands; AMS;2018-11-04;2019-01-27;;08:05;09:50;KE849;73H;2H45M
Changchun;China; CGQ;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;19:00;20:55;CZ6150;321;1H55M
Beijing;China; PEK;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;2;456;20:05;22:05;CZ6179;EQV
Changde;China; CGD;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;21:40;00:20+1;CZ3188;EQV;2H40M
Beijing;China; PEK;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;06:30;08:55;CZ3187;EQV;2H25M
Changsha;China; CSX;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;14:10;16:50;CZ3718;EQV;2H40M
Beijing;China; PEK;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;22:20;00:50+1;MF8148;738;2H30M
Changzhou;China; CZX;Amsterdam;Netherlands; AMS;2018-11-07;2019-01-30;;22:15;00:15+1;MU2762;320;2H0M
Beijing;China; PEK;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;07:40;09:40;MU2761;320;2H0M
Chengdu;China; CTU;Amsterdam;Netherlands; AMS;2018-11-03;2019-01-26;;21:10;00:20+1;MU5273;320;3H10M
Beijing;China; PEK;Amsterdam;Netherlands; AMS;2018-11-17;2019-01-31;;21:10;00:20+1;CZ6119;333;3H10M
ChiangMai;Thailand; CNX;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;09:50;15:25;MU2569;73H;6H35M
Beijing;China; PEK;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;16:25;23:50;MU2570;73H;6H25M
Chongqing;China; CKG;Amsterdam;Netherlands; AMS;2018-11-01;2018-11-12;;06:30;09:40;CZ3183;EQV;3H10M
Beijing;China; PEK;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:25;22:50;MU5528;320;4H25M
Dali;China; DLU;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;06:40;10:35;MU9724;737;3H55M
Beijing;China; PEK;Amsterdam;Netherlands; AMS;2018-11-07;2019-01-30;;18:50;22:30;MU9723;737;3H40M
Dalian;China; DLC;Amsterdam;Netherlands; AMS;2018-11-01;2019-01-31;;18:20;19:50;CZ6134;321;1H30M
