PersonId;Type;Abbr;LoyaltyId
17735;Basic;KE;913353728
17736;Basic;SU;20881088
17736;Elite+;DT;937193623
17737;Elite+;SU;144416759
17737;Basic;FB;363305656
17737;Elite;KE;544750191
17738;Elite+;KE;237428906
17738;Basic;SU;98299402
17738;Elite;FB;389225616
17738;Elite+;DT;492496771
17739;Elite+;FB;767045975
17740;Elite;KE;903545380
17741;Elite+;KE;855229108
17743;Basic;DT;542634965
17744;Elite+;FB;27779524
17744;Elite;KE;198654805
17745;Elite;FB;280118577
17745;Elite;KE;586749653
17746;Elite+;KE;887062628
17746;Elite+;SU;632937828
17746;Elite+;DT;681240384
17747;Basic;SU;158054369
17748;Elite;FB;526217174
17749;Elite;DT;401075330
17750;Basic;DT;892268029
17751;Basic;DT;707937642
17752;Elite+;SU;970555470
17752;Elite+;FB;578546905
17752;Basic;KE;858252683
17752;Basic;DT;120634883
17753;Elite+;SU;720506846
17754;Elite;DT;975118916
17755;Elite+;DT;72737058
17756;Elite+;KE;694259056
17756;Basic;DT;993248161
17756;Elite;SU;983657414
17757;Basic;SU;2999354
17758;Basic;KE;630985190
17758;Basic;FB;335525681
17759;Basic;SU;428889892
17760;Basic;SU;605576475
17761;Basic;FB;575240640
17762;Basic;DT;370829089
17763;Basic;FB;335815744
17764;Basic;FB;659747973
17765;Elite;SU;473402721
17766;Elite+;FB;17978169
17766;Elite;DT;655423121
17767;Basic;KE;721405692
17767;Elite;DT;775245879
17768;Basic;FB;707874975
17768;Basic;DT;37306820
17768;Elite+;SU;861604314
17768;Elite;KE;270619194
17769;Elite+;SU;856667916
17772;Basic;SU;677012357
17772;Elite;DT;297279911
17772;Basic;FB;10467610
17773;Elite;SU;372014762
17774;Elite;KE;713746806
17775;Elite;DT;671733305
17775;Elite+;FB;511768093
17775;Basic;KE;954513963
17776;Basic;DT;190733913
17776;Basic;SU;79124166
17776;Basic;FB;778489699
17777;Elite;SU;957258416
17778;Elite+;SU;408427179
17778;Elite+;FB;851995824
17778;Elite+;KE;726460425
17779;Elite;DT;959351324
17781;Basic;FB;564426726
17782;Elite;FB;704932582
17782;Elite+;SU;486584840
17783;Elite;DT;142872917
17784;Elite;FB;833348386
17784;Basic;SU;971380959
17785;Elite+;KE;180601461
17786;Basic;KE;481389850
17786;Elite;FB;349338832
17787;Elite;FB;261401494
17790;Basic;FB;780155724
17791;Basic;SU;588610134
17792;Elite;SU;51399969
17792;Elite+;DT;78171806
17792;Basic;FB;195343241
17793;Elite;SU;993770134
17794;Elite;FB;83713057
17795;Basic;DT;986965517
17796;Elite+;FB;385443538
17796;Basic;DT;476408632
17797;Elite+;SU;999007909
17798;Elite+;FB;770945830
17799;Elite;SU;648421988
17800;Basic;DT;206192500
17800;Elite;FB;641872247
17801;Elite+;FB;458413008
17801;Basic;KE;616451933
17801;Elite+;DT;373156658
17802;Elite;KE;760705558
17802;Basic;DT;83359582
17803;Elite;FB;591317368
17804;Elite;DT;368630556
17805;Basic;DT;775004499
17806;Basic;FB;834258743
17806;Elite+;DT;685253407
17806;Basic;SU;114882158
17807;Basic;SU;874034174
17807;Basic;FB;521304466
17807;Elite+;DT;740107619
17807;Basic;KE;591416005
17808;Basic;SU;421398455
17808;Basic;FB;614887064
17808;Elite;KE;986894753
17808;Basic;DT;124395648
17809;Elite;DT;501313656
17809;Basic;FB;814185235
17809;Elite;KE;921098940
17810;Basic;FB;274484639
17811;Elite;DT;244045758
17811;Basic;KE;178791609
17812;Elite+;DT;531450501
17812;Basic;FB;803293709
17813;Basic;DT;913936699
17813;Elite+;KE;204081141
17813;Basic;FB;764351778
17814;Basic;FB;923722081
17816;Basic;KE;633757868
17817;Basic;DT;973681172
17817;Elite+;KE;623824820
17817;Basic;SU;833088006
17817;Elite;FB;532207539
17818;Elite;DT;917694321
17819;Basic;SU;89239562
17820;Elite+;SU;721461055
17821;Elite;FB;851282810
17821;Elite+;DT;241827196
17821;Basic;SU;251971935
17821;Basic;KE;260379902
17822;Elite+;SU;258647228
17823;Basic;SU;255426685
17824;Basic;DT;804062838
17824;Elite+;SU;838243694
17824;Elite+;KE;459244309
17825;Basic;KE;22067212
17825;Elite+;DT;758012314
17826;Basic;SU;488527252
17827;Elite+;KE;851817750
17827;Elite+;SU;207492483
17827;Basic;FB;532293115
17827;Elite;DT;765055290
17828;Elite+;SU;938215779
17829;Basic;KE;203253351
17830;Basic;SU;702558632
17830;Elite;DT;69801870
17831;Elite;DT;651962917
17832;Elite;FB;945029609
17833;Basic;KE;460723411
17834;Elite;DT;648931450
17835;Elite;FB;635074735
17835;Elite;KE;796173046
17837;Elite+;FB;723447860
17838;Basic;FB;15178796
17840;Basic;FB;47771425
17840;Elite+;SU;150818325
17841;Basic;FB;985116013
17843;Basic;SU;488179111
17843;Basic;FB;37353572
17844;Basic;FB;186536670
17845;Elite+;KE;281240519
17845;Elite+;FB;909224905
17847;Elite+;SU;816841832
17848;Elite;FB;840667103
17848;Elite+;SU;186558172
17848;Elite;KE;13057139
17848;Basic;DT;30523163
17850;Basic;FB;437275700
17851;Elite+;KE;214364898
17853;Elite;DT;778453619
17854;Basic;SU;550624526
17855;Elite;DT;156087373
17855;Basic;FB;699761899
17856;Elite;SU;739578709
17857;Elite+;DT;404039151
17858;Elite;FB;486311290
17859;Elite+;FB;150063963
17860;Basic;FB;684744707
17863;Elite;DT;705661673
17863;Elite+;KE;677656078
17863;Elite;FB;105800274
17863;Elite+;SU;147977929
17867;Elite+;SU;668808922
17867;Elite;DT;182129751
17868;Elite+;FB;532909885
17868;Elite+;SU;207881656
17868;Elite+;KE;8536161
17869;Elite+;DT;817565690
17870;Basic;SU;721470445
17872;Elite+;DT;825536842
17873;Elite;KE;370548293
17874;Elite+;KE;110645769
17875;Elite+;DT;118785910
17876;Elite;SU;914628786
17877;Elite;SU;84650429
17877;Elite+;FB;305034761
17878;Elite;SU;211674865
17878;Elite;FB;365269790
17879;Basic;KE;77736456
17880;Basic;DT;913601701
17880;Elite;FB;721472205
17881;Elite;KE;718921164
17883;Elite+;FB;464248963
17884;Elite+;FB;430253309
17885;Elite;DT;900743291
17885;Basic;FB;707347943
17886;Basic;FB;758382727
17887;Elite+;DT;22432429
17888;Elite;FB;453781238
17889;Elite;KE;626167847
17889;Elite+;FB;654578104
17889;Elite;DT;50801984
17890;Elite+;KE;289366513
17891;Basic;SU;195705347
17891;Elite;DT;432545358
17892;Elite+;FB;601635639
17893;Basic;FB;892893458
17894;Elite+;DT;530080958
17894;Elite+;FB;23917015
17895;Elite+;KE;30038143
17895;Elite+;DT;561400681
17896;Elite+;KE;269411051
17896;Elite+;FB;992589511
17896;Basic;SU;300107353
17897;Basic;KE;311738272
17898;Basic;KE;315829787
17898;Elite+;DT;827043062
17899;Elite+;FB;514439012
17900;Elite;SU;778315317
17900;Elite;KE;333066856
17901;Elite;DT;632968528
17901;Elite+;KE;463656100
17902;Elite+;KE;605857476
17903;Elite+;KE;550664917
17904;Elite;DT;991282331
17905;Basic;KE;269731194
17906;Elite;DT;269720689
17907;Elite;DT;59368239
17908;Elite+;FB;604272581
17908;Basic;DT;604731307
17909;Elite+;FB;605498980
17910;Elite;KE;831425637
17910;Basic;DT;291205110
17910;Elite;FB;157726288
17911;Basic;FB;54102679
17912;Basic;FB;683105373
17913;Basic;FB;404908280
17913;Elite+;SU;705820249
17914;Elite;DT;837936252
17915;Elite+;KE;102441139
17915;Elite+;SU;812927206
17917;Elite+;KE;662037153
17918;Elite+;FB;101175901
17919;Basic;FB;450938586
17921;Elite;DT;519426858
17922;Basic;FB;456892554
17922;Basic;DT;693070501
17923;Elite;DT;517883562
17924;Basic;KE;997670277
17925;Elite;DT;232433081
17925;Elite+;KE;343305960
17925;Basic;SU;836353592
17925;Elite;FB;519852907
17926;Elite+;SU;962063156
17926;Elite+;KE;293801862
17927;Elite;FB;583285250
17928;Elite;SU;704682192
17930;Elite;SU;316305519
17931;Basic;KE;40760135
17932;Basic;DT;456431134
17933;Basic;FB;484620221
17935;Elite;KE;337605724
17935;Elite+;FB;94464025
17936;Elite+;DT;450569122
17936;Elite+;KE;168311054
17936;Elite+;SU;100158265
17937;Basic;DT;103177901
17937;Basic;KE;776599213
17937;Basic;FB;738381996
17938;Elite;DT;523622218
17939;Elite+;SU;308115688
17940;Elite;FB;725061071
17942;Elite+;KE;347023428
17944;Elite;DT;487603366
17945;Elite+;FB;489625156
17945;Elite;KE;507566474
17946;Basic;FB;786729790
17947;Basic;FB;870536947
17949;Elite+;FB;103218462
17950;Elite+;SU;507312458
17951;Basic;DT;935455421
17953;Basic;DT;505013776
17953;Basic;FB;158534806
17953;Elite;KE;793083365
17954;Elite;DT;849826835
17954;Basic;KE;33945908
17954;Basic;FB;844646692
17955;Elite;FB;119600731
17956;Basic;KE;477593778
17957;Basic;DT;625951625
17957;Basic;SU;734030853
17958;Basic;KE;125371033
17960;Elite+;DT;340947741
17961;Elite+;FB;762639942
17962;Elite;SU;975820078
17962;Elite+;KE;569550923
17962;Basic;FB;531928309
17963;Basic;FB;451251091
17963;Basic;SU;729860596
17964;Elite+;DT;969493963
17964;Elite;KE;998806208
17964;Basic;FB;527349076
17965;Elite;FB;424017080
17966;Elite;SU;427278557
17967;Basic;FB;338459154
17968;Elite;KE;578436660
17969;Basic;DT;775909072
17970;Basic;KE;932829225
17972;Elite;KE;202456013
17972;Elite;FB;638102872
17972;Elite+;DT;786381971
17972;Elite+;SU;5481902
17974;Elite+;FB;492125754
17974;Elite+;KE;565430070
17976;Basic;FB;513408255
17976;Elite+;SU;433484566
17977;Elite;DT;884982842
17977;Elite;SU;298400125
17977;Basic;KE;906282878
17977;Elite+;FB;29259306
17979;Elite;SU;167206923
17981;Elite;KE;455752169
17982;Elite+;SU;703400900
17983;Elite+;SU;569418373
17984;Elite+;SU;110555517
17985;Elite+;KE;6494686
17986;Elite+;FB;502284527
17986;Elite+;DT;266418765
17987;Basic;SU;963449615
17987;Elite;DT;779071589
17987;Basic;FB;246154668
17989;Basic;DT;75575764
17989;Elite;FB;123185455
17989;Elite+;KE;30892337
17989;Basic;SU;170042812
17991;Elite+;SU;23759898
17992;Elite;KE;330175788
17992;Basic;SU;854325838
17992;Elite+;FB;630523640
17992;Elite+;DT;283495381
17993;Elite+;SU;743612496
17994;Elite+;FB;92802109
17996;Basic;SU;623801132
17997;Elite;KE;230987948
17998;Elite+;DT;397638283
17998;Elite+;KE;655970685
17998;Basic;FB;774911158
17999;Elite+;FB;429780434
18000;Elite+;FB;769733624
18001;Elite+;FB;977633344
18001;Elite+;DT;30945845
18002;Elite;FB;886510127
18003;Elite;DT;83317601
18004;Basic;SU;897205811
18004;Basic;KE;502170367
18005;Elite;SU;908233691
18006;Basic;KE;715840474
18007;Basic;KE;386284858
18008;Elite;KE;125171585
18008;Elite;DT;24033568
18009;Elite;KE;816829555
18009;Elite+;DT;53357629
18009;Basic;FB;604030956
18010;Basic;SU;330794644
18011;Elite+;FB;891845744
18012;Basic;DT;613192715
18013;Elite;FB;710524470
18014;Elite;KE;122056004
18015;Elite;FB;896191804
18015;Basic;DT;1798281
18016;Elite;SU;110433574
18017;Elite+;KE;948865807
18018;Basic;SU;447576813
18018;Elite+;KE;176840318
18019;Basic;SU;141316469
18019;Elite;DT;524464135
18019;Elite;KE;633906905
18020;Elite+;DT;106664870
18020;Basic;SU;912427493
18020;Elite;KE;311062895
18020;Elite+;FB;995069359
18021;Basic;SU;572602402
18021;Basic;KE;188810995
18021;Elite;FB;370202447
18022;Elite;KE;267282254
18023;Elite;DT;482354155
18023;Basic;FB;582594640
18023;Elite;KE;547744299
18024;Elite+;DT;765907165
18025;Elite+;SU;975018879
18025;Basic;FB;770491532
18025;Basic;KE;903400672
18026;Elite;SU;189395855
18026;Basic;FB;869119500
18027;Basic;SU;532150795
18028;Elite+;SU;817350528
18029;Basic;SU;890152894
18030;Basic;SU;53177193
18031;Elite;SU;808796
18032;Basic;FB;518579306
18033;Elite+;SU;290734184
18033;Basic;FB;637412045
18034;Elite;FB;675143236
18034;Basic;KE;935440331
18035;Basic;KE;324503825
18036;Elite+;DT;41411901
18037;Elite;SU;329432031
18038;Basic;DT;452471248
18039;Elite+;KE;852548362
18041;Elite+;SU;128298502
18042;Basic;DT;310367929
18044;Basic;DT;355288972
18045;Elite+;SU;224617975
18046;Basic;FB;542061233
18046;Elite;SU;900896902
18046;Basic;KE;580928527
18047;Basic;DT;584272277
18048;Basic;DT;164688658
18048;Elite+;KE;872597030
18049;Elite+;KE;587883619
18050;Elite+;DT;377867481
18050;Elite;KE;132999851
18051;Elite+;SU;568314951
18053;Basic;FB;768798553
18053;Elite;DT;610901799
18054;Elite;KE;959062037
18055;Basic;DT;125482448
18055;Elite;KE;989458850
18055;Elite+;SU;43100337
18056;Elite+;DT;98060430
18056;Basic;FB;769216723
18058;Elite+;FB;143016460
18058;Elite;SU;215938438
18058;Basic;DT;369474680
18059;Basic;DT;435983133
18061;Elite;FB;97702512
18062;Elite+;FB;698724579
18063;Elite+;KE;696979760
18064;Elite;SU;231238950
18065;Elite;KE;903941293
18066;Basic;DT;165609856
18067;Basic;DT;39150807
18068;Basic;FB;468485706
18069;Elite;DT;346730563
18070;Elite;DT;662138582
18070;Basic;KE;34977915
18070;Elite;FB;424082045
18070;Basic;SU;579566426
18071;Elite+;FB;809626734
18072;Elite;FB;977223761
18072;Elite;DT;640750509
18072;Elite+;SU;902109163
18074;Elite+;KE;494591664
18074;Elite;FB;35927822
18074;Elite+;DT;510276966
18076;Elite+;FB;464750959
18077;Elite;SU;84732001
18077;Elite;FB;479534983
18078;Basic;KE;902552041
18079;Elite;DT;429755467
18081;Elite;SU;283177556
18082;Elite+;SU;3944184
18084;Basic;KE;221949795
18085;Elite+;DT;750674834
18086;Elite;KE;643185918
18087;Elite+;SU;50703514
18089;Elite;KE;859641079
18090;Basic;SU;551745853
18091;Elite+;FB;908374357
18092;Elite+;KE;603374923
18092;Elite+;SU;87747603
18093;Elite;DT;668244893
18094;Elite+;KE;3928247
18094;Elite;FB;576983361
18095;Elite+;FB;992274560
18096;Elite+;FB;22256149
18096;Basic;KE;841554835
18096;Elite+;DT;120173000
18098;Elite;FB;460874287
18100;Basic;DT;587723082
18101;Elite;DT;839002392
18101;Basic;SU;330201006
18102;Basic;FB;25616451
18102;Elite;KE;700423130
18102;Elite+;SU;245495275
18103;Elite+;SU;119538415
18103;Elite+;DT;297428853
18104;Basic;DT;719044958
18105;Elite+;FB;14683799
18106;Elite;DT;119846552
18106;Elite+;KE;399607603
18106;Elite;SU;204935563
18108;Elite;KE;343121336
18108;Basic;DT;330830671
18109;Elite;KE;316586712
18110;Elite;KE;933075086
18111;Elite+;DT;662194427
18112;Elite+;FB;815555374
18113;Basic;SU;293019814
18115;Basic;KE;505349621
18116;Elite;KE;651926684
18118;Elite+;FB;27384424
18119;Elite+;KE;350101957
18119;Elite;FB;110629762
18119;Elite;DT;737847059
18120;Elite+;DT;835718525
18121;Basic;DT;19305094
18123;Elite+;DT;45388733
18123;Elite+;SU;14487395
18124;Elite;SU;912162319
18124;Elite+;FB;187573205
18125;Elite+;SU;917207133
18125;Elite+;DT;690921798
18126;Elite+;DT;55649451
18127;Elite;DT;361010354
18127;Elite+;SU;968229423
18128;Basic;SU;939049318
18129;Elite;FB;399763083
18130;Elite+;FB;530095397
18131;Elite+;SU;592172684
18132;Elite;FB;266552822
18133;Elite+;DT;243319408
18133;Elite+;FB;123354475
18134;Elite+;DT;730359790
18134;Elite+;FB;877510702
18137;Elite;SU;29297131
18138;Basic;SU;477091247
18139;Basic;KE;45819014
18140;Elite+;SU;953726415
18140;Basic;DT;432980694
18141;Elite+;SU;597409275
18142;Elite+;SU;112729223
18143;Elite;SU;812685644
18143;Elite+;DT;410626101
18143;Elite+;FB;326699103
18143;Elite+;KE;205225806
18145;Basic;DT;701491141
18145;Basic;SU;259853971
18145;Elite+;KE;661065774
18146;Elite+;SU;68573470
18147;Basic;SU;173037691
18148;Basic;KE;391697888
18148;Basic;FB;619691520
18148;Elite;SU;760039150
18149;Elite+;DT;991515862
18150;Elite+;FB;256755344
18151;Elite;DT;957737651
18153;Elite;DT;475157881
18153;Elite+;FB;542341398
18154;Elite+;DT;980515019
18155;Elite+;KE;899303658
18158;Elite;FB;426701286
18160;Basic;SU;423638947
18160;Elite+;DT;529620981
18161;Elite+;DT;747060085
18162;Elite;SU;817646777
18163;Elite+;KE;476970663
18164;Basic;SU;430401781
18165;Basic;SU;644285512
18166;Elite+;FB;194680627
18167;Elite;KE;70299279
18168;Elite;DT;382030024
18170;Elite;SU;255008124
18171;Elite+;SU;265840931
18172;Elite+;DT;218249097
18172;Elite;KE;11032649
18173;Basic;DT;869672079
18174;Elite+;SU;261209436
18175;Basic;KE;365244188
18176;Elite;DT;271540362
18176;Elite+;KE;5878816
18178;Basic;DT;167444734
18178;Elite+;FB;34357411
18179;Elite+;SU;706965205
18180;Elite;SU;112876529
18180;Basic;FB;578939900
18180;Elite+;KE;51794590
18181;Elite;KE;770873486
18182;Elite;FB;747136758
18182;Elite;SU;938797129
18182;Elite+;DT;732695466
18182;Elite;KE;854665091
18183;Basic;DT;328933178
18183;Elite;SU;926235861
18183;Basic;KE;637672491
18183;Elite;FB;203618862
18184;Elite;KE;970546581
18185;Elite;KE;645516418
18185;Elite;DT;528391511
18185;Elite+;SU;550923766
18186;Basic;SU;951326833
18186;Basic;FB;993144784
18186;Elite;DT;152880706
18187;Elite;DT;287032962
18188;Elite;KE;468641374
18189;Elite;DT;515164108
18189;Elite+;SU;354486105
18190;Elite+;DT;864112640
18191;Basic;SU;739182533
18192;Elite+;SU;900720913
18192;Elite;KE;563340780
18192;Elite;DT;919354824
18192;Elite;FB;233341708
18193;Elite+;FB;912602753
18193;Elite+;KE;835292843
18193;Basic;DT;170294941
18194;Elite;DT;856059189
18195;Elite+;KE;465739406
18195;Basic;DT;105833815
18196;Elite+;FB;565625280
18197;Elite+;SU;31002519
18197;Basic;FB;741879270
18197;Elite+;KE;428932943
18198;Elite+;SU;716829223
18198;Elite;DT;735674893
18199;Elite;DT;932342065
18200;Basic;KE;343841699
18200;Basic;DT;989246632
18201;Elite+;KE;421139957
18202;Elite;SU;50988365
18203;Elite+;FB;528197600
18204;Elite+;SU;430333705
18205;Basic;SU;387540302
18205;Elite+;DT;766683997
18207;Basic;KE;133954332
18207;Elite+;DT;704725717
18207;Basic;SU;948794771
18208;Elite;DT;154281681
18209;Basic;KE;440404593
18209;Basic;DT;368326640
18210;Basic;DT;492894118
18210;Elite+;KE;267439922
18210;Elite;FB;730825991
18211;Basic;DT;103098592
18212;Basic;FB;446470702
18212;Basic;SU;386809961
18212;Basic;DT;361645107
18213;Elite;FB;638497831
18214;Elite;SU;100680540
18215;Elite+;FB;215604413
18216;Elite+;FB;833321592
18217;Elite;KE;22855434
18218;Elite+;KE;897054063
18218;Elite;DT;238642795
18218;Elite+;FB;739406853
18219;Basic;FB;281827383
18220;Basic;KE;660265334
18220;Elite;SU;7279062
18221;Basic;FB;895852588
18222;Basic;KE;13721411
18223;Elite+;DT;100394515
18224;Elite;FB;92146442
18224;Elite;KE;433709171
18225;Basic;SU;979489269
18226;Elite+;DT;850047353
18226;Basic;SU;320543008
18227;Basic;KE;550135991
18228;Elite+;SU;19815974
18228;Elite;DT;164881346
18228;Elite;KE;857096361
18229;Basic;KE;998029591
18230;Basic;KE;173119184
18230;Basic;DT;420567545
18230;Basic;SU;593366006
18231;Basic;KE;210075808
18232;Elite;SU;481864457
18233;Elite+;FB;483697421
18234;Elite+;KE;101478371
18235;Elite+;SU;364151052
18235;Elite;DT;269557407
18235;Basic;FB;438796400
18236;Elite;SU;303777393
18236;Elite+;FB;412125188
18236;Basic;KE;407205705
18237;Basic;FB;289760620
18238;Elite;FB;199824337
18238;Elite+;KE;92782903
18239;Basic;KE;508961769
18240;Elite;SU;492916153
18240;Elite+;FB;225247261
18241;Elite+;FB;46676103
18242;Basic;KE;280870829
18243;Elite;FB;364241185
18243;Basic;KE;7991266
18244;Elite+;FB;372020276
18244;Elite;SU;757073312
18245;Elite;SU;356462423
18246;Elite;FB;730489057
18248;Elite+;DT;921335205
18248;Basic;FB;70457025
18248;Basic;KE;785122195
18248;Elite+;SU;533597161
18249;Elite;KE;8053363
18251;Elite+;FB;375708142
18252;Basic;FB;556509507
18252;Elite;SU;42596679
18253;Elite+;SU;133129212
18253;Elite;FB;582273978
18254;Basic;DT;470640913
18254;Elite+;SU;642173577
18255;Elite+;DT;104240437
18256;Elite;SU;987137765
18256;Basic;KE;118209137
18257;Elite+;KE;807331426
18258;Elite;SU;611376283
18259;Elite;FB;488682393
18260;Elite+;SU;538283337
18262;Basic;KE;482497418
18263;Basic;KE;729640801
18263;Elite;FB;663589323
18264;Elite;SU;259755292
18265;Basic;DT;585654428
18266;Basic;KE;524154116
18266;Elite;DT;797261086
18267;Elite;FB;487418508
18269;Elite;KE;53026586
18272;Elite+;SU;267710941
18272;Elite+;FB;364989643
18273;Elite+;SU;753483379
18274;Elite;SU;124615644
18275;Elite+;FB;537989734
18275;Basic;DT;798549216
18277;Elite;DT;945067901
18277;Elite+;FB;864699908
18277;Basic;KE;601755773
18277;Elite;SU;537046735
18278;Basic;KE;547015037
18278;Basic;SU;116621971
18278;Elite+;DT;830797076
18278;Elite;FB;388009187
18279;Elite;FB;921360365
18279;Elite+;DT;537814781
18280;Basic;KE;357756504
18281;Elite+;FB;165769789
18283;Elite;DT;216808501
18285;Elite+;FB;94414213
18286;Elite;SU;345711579
18287;Elite;DT;507049468
18288;Basic;DT;830680016
18289;Elite;FB;212556555
18289;Elite;SU;474060381
18289;Basic;DT;659918410
18289;Elite;KE;878504739
18291;Elite+;FB;629770894
18292;Elite+;DT;803657476
18293;Elite+;DT;813722465
18294;Basic;SU;829192166
18294;Elite;KE;775141387
18294;Elite+;DT;765112831
18295;Basic;SU;575170788
18296;Elite+;DT;640188483
18296;Basic;KE;572914409
18297;Elite;DT;163161916
18297;Basic;KE;288252471
18297;Basic;SU;625922989
18297;Elite+;FB;403572494
18298;Elite+;FB;389147672
18298;Elite+;KE;136083656
18299;Elite+;SU;961028713
18300;Elite+;DT;114694183
18301;Basic;SU;854975772
18303;Basic;KE;281774709
18304;Basic;DT;634493369
18305;Elite;DT;685373886
18306;Elite+;DT;76690280
18306;Elite+;FB;232850228
18306;Elite;SU;526626717
18306;Elite;KE;563092736
18307;Elite;SU;774226355
18308;Elite+;DT;178251617
18309;Elite;FB;92950297
18310;Basic;KE;66824569
18313;Basic;FB;104257239
18314;Elite;FB;391586835
18315;Elite;SU;762735931
18315;Elite;FB;278476318
18316;Basic;SU;882515599
18317;Basic;KE;481906791
18318;Basic;SU;826406310
18319;Elite+;FB;734158331
18319;Basic;KE;346611594
18320;Elite+;DT;877840422
18321;Elite;SU;66850876
18321;Elite+;DT;876671650
18321;Basic;KE;701345577
18322;Elite+;DT;624334105
18322;Basic;SU;419224010
18323;Basic;KE;371948755
18325;Elite;DT;77221511
18327;Basic;DT;477932148
18327;Basic;KE;83422658
18328;Elite+;FB;357059359
18328;Elite;KE;293521556
18329;Elite+;SU;980427251
18330;Elite+;KE;635235312
18330;Basic;SU;944215846
18332;Elite+;DT;539336576
18332;Basic;FB;359371066
18334;Basic;KE;419249910
18335;Elite;FB;537549962
18335;Elite+;KE;546494009
18336;Elite;FB;941382352
18337;Elite+;DT;749162700
18338;Basic;DT;649432769
18339;Basic;SU;262624266
18339;Basic;FB;566364587
18339;Elite;KE;524386384
18339;Elite+;DT;893883933
18340;Elite;KE;390172296
18341;Elite;FB;43566376
18344;Elite;DT;631313508
18345;Elite;DT;21615634
18346;Elite;KE;572246790
18346;Elite+;FB;6876908
18346;Elite+;SU;578897108
18346;Basic;DT;510471997
18347;Elite;KE;552880973
18349;Elite;FB;968618215
18349;Elite;SU;149370052
18349;Basic;KE;630185548
18350;Elite+;DT;100221272
18351;Elite+;KE;712246833
18351;Elite+;FB;387147573
18352;Elite;KE;903580917
18354;Basic;DT;41933598
18354;Basic;KE;31367448
18354;Elite;FB;594409560
18355;Elite+;FB;228484473
18355;Elite+;KE;92228766
18355;Elite;SU;792358172
18356;Basic;DT;810741652
18358;Basic;DT;25523241
18359;Elite+;FB;729740696
18360;Elite+;FB;814119727
18360;Elite+;KE;116689036
18361;Basic;FB;842396457
18361;Elite+;SU;479026460
18362;Elite;FB;435640387
18363;Elite;DT;853970910
18364;Basic;KE;461905996
18364;Basic;FB;367867697
18364;Basic;SU;565105198
18364;Elite+;DT;400693165
18367;Elite+;FB;372829415
18368;Elite+;FB;811302082
18369;Elite+;FB;328119942
18370;Elite+;FB;879115968
18371;Elite;KE;866790001
18372;Elite;SU;279138131
18372;Elite+;DT;159083333
18372;Elite+;KE;466258559
18373;Basic;DT;730031631
18374;Elite+;FB;142718534
18374;Basic;DT;655206753
18374;Elite;SU;59446146
18374;Basic;KE;334858332
18375;Basic;KE;894535850
18376;Elite+;KE;458446135
18376;Basic;DT;754998377
18376;Basic;SU;498668795
18376;Basic;FB;228995975
18377;Elite;FB;609114718
18378;Basic;DT;204581917
18379;Elite;FB;654884551
18381;Elite;KE;497990058
18381;Elite+;FB;117152697
18382;Elite+;FB;439815344
18383;Basic;SU;892028601
18383;Elite;FB;540210793
18384;Elite+;FB;563325824
18386;Elite;KE;324928508
18386;Elite;DT;805677696
18386;Elite;FB;906949720
18387;Elite;SU;824414767
18388;Elite+;SU;192622899
18388;Elite+;FB;857539969
18388;Elite;KE;930925110
18388;Elite;DT;283709507
18389;Elite+;FB;661284595
18390;Elite;FB;978166786
18390;Elite+;SU;338214583
18392;Elite;KE;184076432
18392;Elite+;DT;642067550
18393;Basic;DT;968722913
18394;Basic;DT;333990707
18395;Basic;FB;769178045
18396;Basic;FB;476386848
18397;Elite+;FB;203227459
18398;Basic;FB;695931958
18398;Elite+;SU;686706064
18399;Elite+;SU;260392916
18399;Elite+;KE;283589963
18400;Basic;SU;461714367
18400;Elite+;FB;314522216
18400;Basic;DT;379164041
18400;Basic;KE;966695648
18401;Basic;FB;752049336
18402;Elite;FB;6753278
18402;Elite;KE;347111924
18403;Basic;KE;126163296
18404;Elite;FB;734113449
18404;Elite;KE;859189577
18404;Elite+;DT;379366574
18405;Basic;DT;55717356
18406;Elite+;SU;808251908
18406;Basic;DT;231100430
18407;Elite;KE;385271403
18409;Basic;FB;152707943
18410;Elite;FB;832938753
18411;Elite;SU;618287024
18413;Basic;FB;383549837
18414;Elite+;SU;310834720
18415;Basic;FB;236728828
18416;Elite;SU;890259043
18416;Elite+;FB;326726177
18417;Basic;FB;102085683
18417;Elite+;KE;149434550
18418;Basic;DT;780082790
18420;Elite;DT;573113043
18421;Elite;KE;140239542
18421;Basic;DT;636068674
18421;Basic;FB;186743149
18422;Elite;KE;597345117
18423;Elite+;DT;466110747
18423;Elite+;FB;757062688
18423;Basic;SU;306630160
18423;Elite+;KE;718845658
18424;Elite;SU;400038103
18425;Basic;SU;405869938
18425;Elite+;DT;328032013
18425;Basic;KE;288733365
18425;Elite+;FB;356259178
18426;Elite+;SU;46409211
18426;Elite;DT;148703566
18426;Basic;KE;852008751
18426;Elite;FB;227301645
18427;Elite+;KE;809927021
18428;Elite+;SU;833762504
18429;Elite+;KE;426432411
18429;Basic;FB;90452133
18429;Elite;DT;359572745
18429;Elite+;SU;378364443
18430;Elite;KE;109640913
18430;Elite;SU;926112412
18430;Elite+;DT;526856622
18430;Elite;FB;979279546
18432;Basic;KE;476775748
18434;Elite;KE;862581130
18434;Basic;DT;682545700
18434;Elite+;FB;949894052
18436;Basic;SU;489992247
18436;Elite;DT;923450901
18437;Elite+;FB;442725544
18439;Elite+;KE;998070358
18440;Basic;SU;709254290
